V1,V2,Lonzo Ball,
Rey,"Washington, USA",America,
"JuJuÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Queens"," NY""",America,
Drama,TX,America,
Shoulda All In,"Philadelphia, PA",America,
Bryce Gruber,"Gallipolis, OH",America,
"Yeezy-ca Â©¨¹¦Â©â¨¹¦¬""Tacoma", WA | Pullman," WA""",America
"UnDErAtEDÂ©¨¹¦Â©â¨¹¦¬""Louisville"," KY""",America,
Mariota,"Carson, CA",America,
brit,"Los Angeles, CA",America,
Stephen Jones,"England, United Kingdom",United Kingdom,
Author FE Ferguson,"Houston, TX",America,
Charlotte Lozano,"Buena Park, CA",America,
Eric Vogel,"New Jersey, USA",America,
Isobel,"Los Angeles, CA",America,
Wilbert,"Bronx, NY",America,
Justin Matibag,Philippines,Philippines,
Eduardo Hernandez,Venezuela,Venezuela,
HEEL_Spaghetti,"Minnesota, USA",America,
"LovelyÂ©¨¹¦Â©â¨¹¦ÌeoÂ©¨¹¦Â©â¨¹¦¬""Kansas City"," MO""",America,
vicki pq lockhart,"Los Angeles, CA",America,
"leandraÂ©¨¹¦Â©â¨¹¦¬""Tulia"," TX""",America,
"Leah Â©¨¹¦Â©â¨¹¦¬""California"," USA""",America,
Roots Of Fight,Vancouver,Canada,
Gabe DiNardi,"Flowery Branch, GA",America,
Omar Arafeh,"California, USA",America,
Andrea Ramirez,"Colorado, USA",America,
Francisco Esquivel,"San Jose, CA",America,
Jon Cooksey,"Tallahassee, FL",America,
Javardo Smith,Turks and Caicos Islands,Turks and Caicos Islands,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹ Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Moreno Valley"," CA""",America,
Jacob Garza,"Arlington, TX",America,
YOUNG ROC,"Detroit,MI",America,
'Jett Kelly',"Lawrence Park  Erie,PA",America,
Saffie&,"California, USA",America,
Daniel Condon,"Melbourne, Australia",Australia,
Darius,"Dallas, TX",America,
Joe Dickman,"Chicago, IL",America,
Hello Harry,"Los Angeles, CA",America,
Deshawna Moody,"Dayton, OH",America,
Linda,"Diamond Bar, CA",America,
H ndoÂ©¨¹¦Â©â¨¹¦Èillfigur,"Southside, MD",America,
lusam,China,China,
Marcos Navarro,"Marysville, CA",America,
Extra Grams Sam,"St Louis, MO",America,
Robert Mader,"Bowling Green, Kentucky",America,
Emily,"Dahlonega, GA",America,
Craig Steelman,"Somers Point, NJ",America,
German,"Fresno, CA",America,
G¨¹¦Õ¨¹Z¨¹_M¨¹¦Á¨¹¦Î¨¹e&,"The Dalles, OR",America,
Zack Strom,"Riverton, NJ ",America,
BodiePimpinShawty,"Las Vegas, NV",America,
Mike,Manila,Philippines,
NBAddict,Belgium,Belgium,
Luke Bell,"Manhattan Beach, CA",America,
Steve Brown,"Hermiston, OR",America,
OSS Pedro Torres,California ,America,
Cool Hand Luke,"College Station, Texas",America,
Lavar Ballsack,"Los Angeles, CA",America,
"moni___Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Brazoria"," TX""",America,
Truman Gregory,"Lake Oswego, OR",America,
Jojo Nunn,"Seattle, WA",America,
Jonathan Victoriano,"Fultondale, AL",America,
DJ Grayson,"Dallas, TX",America,
EZPZ Yeezys,"Michigan, USA",America,
Alexandre Morgenroth,"Cincinnati, OH",America,
Paulo Padilla,"Cavite, Philippines",Philippines,
charlie,"Chicago, IL",America,
Trevor Michaud,Connecticut,America,
Droc_selfmade,Maryland ,America,
Dayvon W.,"Detroit, Michigan",America,
Carson Jones,"Indiana, USA",America,
JG,"Los Angeles, CA",America,
Devron Owensby,"Carrollton, GA",America,
La'Naria James,United States,America,
"JayhessyÂ©¨¹¦Â©â¨¹¦¬""Orlando"," FL""",America,
Grant,"Washington, USA",America,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Bossier City"," LA""",America,
tea,"Los Angeles, CA",America,
Juan Cruz,United States,America,
Andrew Thomas,"New York, USA",America,
C,"Mathis, TX",America,
Sebastian,"Atlanta, GA",America,
Miggy,"Chicago, IL",America,
Laura G,"Cleveland, OH",America,
"Tyler R. West!""",United States,America,
Miguel Angel Vargas,"San Antonio, TX",America,
Olivia,"San Diego, CA",America,
jefft,"Marysville, WA",America,
EL Padrino,"Maui, HI",America,
Amanda,"Davie, FL",America,
JTS,"Brooklyn, NY",America,
Juanito,"Woodland, CA",America,
ITSKGWXP,"Missouri, USA",America,
Just Call Me Joel,United States,America,
s1TPl,"Los Angeles, CA",America,
Brisa Ojeda munoz,"Colorado, USA",America,
Doniver,"Virginia Beach, VA",America,
Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Î&,Jersey,America,
Jeremy Houghtaling,"Clearwater, FL",America,
Lea Miller,"Shelton, WA",America,
.,"Dinuba, CA",America,
Cyril Chia,"Seattle, WA",America,
Ankur Shah,"Bay Area, CA",America,
nll,Melbourne,Australia,
Greg Mailhot,"Manchester, NH",America,
Charles Thaxton,"North Carolina, USA",America,
Trinity Gilbert,"Southaven, MS",America,
Nicholas Silva,"Fall River, MA",America,
Marcos,"Dallas, TX",America,
Nolan Nosike,"California, USA",America,
Lance Nicholas,"Evansville, IN",America,
Kellven Lima,"Hartford, CT",America,
paige hronis,"California, USA",America,
Shuna Q Pride,Alabama,America,
Megan Wayman,"The Bubble, CA ",America,
Lamesha,"Texas, USA",America,
Benja,"Tucumn, Argentina",Argentina,
"LishababyÂ©¨¹¦Â©â¨¹¦¬""Houston"," TX""",America,
MrTechnics,Trinidad and Tobago,Trinidad and Tobago,
"Arley Thomas, III","Lewisville, TX",America,
Matt Captaine,"Grafton, WI",America,
brevin geelan,"McMinnville, Oregon",America,
Yash Kumar,"New Delhi, India",India,
"LemonÂ©¨¹¦Â©â¨¹¦¬""San Diego"," CA""",America,
Laker Gang,"Los Angeles, CA",America,
Cinnamon Brown,"West Hollywood, CA",America,
WillYum,"Crown Point, IN",America,
Shawn-Michael Glaser,"Bondurant, IA",America,
A.P. ,"San Diego, CA",America,
-'Trey-',Indiana ,America,
The Handler,"Cleveland, OH",America,
Jatin Tahiliani,"Pleasanton, CA",America,
Tyyyy',"California, USA",America,
salene rose,"Chino Hills, CA",America,
MARYJANEROBI,United States,America,
jacutie,"Brentwood, CA",America,
celeste,TX,America,
josetelis1979,"Pomona, CA",America,
&FvcknGucci&,Angola,Angola,
DuplexCarrot844,"Oxnard, CA",America,
Jake Macaluso,"Fairfax, VA",America,
Jasper Ongchan,Manila,Philippines,
Connor Hicks,"Louisville, KY",America,
Nicolette ¢Ë,"Cleveland, OH",America,
Sawyer,"California, USA",America,
jose,"Bell, CA",America,
keala,United States,America,
hanah baylie,"Virginia, USA",America,
Tobi the Minstrel,"Queens, NY",America,
Elana,Texas,America,
"$CANLESSÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Los Angeles"," CA""",America,
Stoody,Australia,Australia,
Ernie Ibarra,"Ruidoso, NM",America,
Bri,"Houston, TX",America,
ElGuapoDeBillsMafia,"California, USA",America,
Leonard DuBuisson,"Ponchatoula, LA",America,
Joseph Defendre,"Fall River, MA",America,
Joseph DiCarloS&,United States,America,
Carlos Sojo,"San Jos, Costa Rica",Costa Rica,
Anurag Mulamalla,"Johns Creek, GA",America,
Pham,MN,America,
"Javon A Â©¨¹¦Â©â¨¹¦¬""New Haven"," CT""",America,
Ole Dusty Downer,"Halls Cross Roads, TN",America,
Moogy,"Chicago, IL",America,
"No Limits Â©¨¹¦Â©â¨¹¦¬""Arlington"," TX""",America,
Angel Murillo,"San Bernardino, CA",America,
No-link Studios,"Arizona, USA",America,
wendy ramirez,United States,America,
Amber Elder,"West Virginia, USA",America,
scott parker,"Newport Beach, CA",America,
Carlos Soriano,"Dale City, VA",America,
Kocaina,"Hayesville, OR",America,
Scott Lundin,"Omaha, NE",America,
CVROL,"Chicago, IL",America,
Fish,TX,America,
Jordan Rivera,"Washington, PA",America,
Denison Novas,"Lynn, MA",America,
Iru Minecraft,"Queensland, Australia",Australia,
Carlos,"Miami, FL",America,
DEROY,"New Orleans, LA",America,
lowkey(',"Houston, TX",America,
Jer,"Barnegat, NJ",America,
seth,Arizona,America,
"Â©¨¹¦Â©â¨¹¦Ì&MadeinRGSL&Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Bloomfield"," NJ""",America,
Daniel Palacios,"League City, TX",America,
Contwixt Nick,"USA -- Gunbarrel, CO",America,
tomi babalola,"Los Angeles, CA",America,
Treston,"Georgia, USA",America,
cristian moreno muo,"Armenia, Colombia",Colombia,
iSnag TMT,"Galloway, NJ",America,
chad urquhart,"Bay Area, CA",America,
Nerd Guys and Gals,United States,America,
2kDuncÂ©¨¹¦Â©â¨¹¦®..Cuurvee&,"Athens, TN",America,
dungumbug,"Chicago, IL",America,
Aaron molina,"California, USA",America,
AIR Saenz,"Houston, TX",America,
Xavier S,"Philadelphia, PA",America,
Glenn Consor,United States,America,
kobie davis,"Hawaii, USA",America,
Grant,"Magna, UT",America,
kr-ing,"Islamabad, Pakistan",Pakistan,
Russ vip,"Oklahoma, USA",America,
Kevin Watkins,"Camden, NJ",America,
AdamJDezzi,"Houston, TX",America,
Aaron,"San Antonio, TX",America,
Trevor,"North Carolina, USA",America,
Nick Miller,"Maple Shade, NJ",America,
Jake,"Johnson City, TN",America,
W e s t K o a s t,Japan,Japan,
Timothy Smitty Smith,"Albuquerque, NM",America,
Edgar Lopez,"Bakersfield, CA",America,
Isaac Recio,"Houston, TX",America,
Joel Raudenbush,"Pennsylvania, USA",America,
Worthy,"Lemon Grove, CA",America,
The Bystander,Manila,Philippines,
Erictaylor8490,"Tabernacle, NJ",America,
Trevor Mullins,United States,America,
Malachiwhaley,United States,America,
"Spooky RickyÂ©¨¹¦Â©â¨¹¦¬""Phoenix"," AZ""",America,
Eli_Boyer,"Festus, MO",America,
mike donnelly,"New Jersey, USA",America,
jdawg_84,"California, USA",America,
Nostau,"Pennsylvania, USA",America,
Paolo Dala,"Marikina City, Philippines",Philippines,
Elder D. Johnson,"Commerce, TX",America,
Joshua David Brooks,"Sioux Falls, SD",America,
Michael Hayes,"Pittsburgh, PA",America,
Tyler Wong,United States,America,
Nate Garden,United States,America,
Ben Bruffett,"Rockwall, TX",America,
Mr.Rockett954,"Pennsylvania, USA",America,
Peggy White,"Los Angeles, CA",America,
Pack leader,"Michigan, USA",America,
Bashir Nurid-din,"Philadelphia, PA",America,
David,"Downey, CA",America,
SupremeJayx,"North Carolina, USA",America,
Kaitlyn Keeley,"Alburtis, PA",America,
Nat,"Seacliff, Huntington Beach, CA",America,
Miss Malcolm,"Atlanta, GA",America,
Kam,"Atlanta, GA ' Montgomery, AL",America,
Toby Kelly,United States,America,
Matthew Reyes,"Converse, TX",America,
pro per,"Los Angeles, CA",America,
kylie Housenga,"Clinton, IA",America,
Seth Fav,"Wichita, KS",America,
Phoenix,"Arizona, USA",America,
b jones,"Indiana, USA",America,
BigRedFellow,United States,America,
Pedro Villa Vasquez,"Long Beach, CA",America,
Reggie Robinson,"Basking Ridge, NJ",America,
Nick Lai,"Glen Rock, NJ",America,
JasonRobertDowneyJr,"Philadelphia, PA",America,
"maddieÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Texas"," USA""",America,
Ko,"Massachusetts, USA",America,
"E[mrBd'Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Horizon City"," TX""",America,
M&M,"Hereford, TX",America,
chase beernaert,"Marshall, MN",America,
Nicolette Dumont,"Oregon, USA",America,
Mya Williams,United States,America,
Blaine Biswell,"Yukon, OK",America,
bran,"Paterson, NJ",America,
laura grace :),"Sheridan, AR",America,
Di'Anthony Pilling,"Vancouver, WA",America,
Seth Benjamin,"Pennsylvania, USA",America,
Clauds,"Chandler, AZ",America,
Syd =0¢éller,"Nebraska, USA",America,
TmanTitan,"Pittsburgh, PA",America,
Edward Augustine,"San Francisco, CA",America,
Booty Fertilizer,"Punxsutawney, PA",America,
MoissÂ©¨¹¦Â©â¨¹ Franciscony,"Caracas, Venezuela",Venezuela,
Yvonne Gomez(',"Seaside, CA",America,
"jolly peyÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""New Orleans"," LA""",America,
Will Hair,"South Carolina, USA",America,
Lit_258,"Virginia, USA",America,
patrick,"Santa Ana, CA",America,
J.Kilznite,"El Reno, OK",America,
Ace Boogie,"New Bedford, MA",America,
DeAnna Capers,"West Monroe, LA",America,
Jimmy ,"Pittsburgh, PA",America,
Ashley A Wilson,"Redondo Beach, CA",America,
Chanz,United States,America,
Bryan Carney,"New York, USA",America,
RS21,Venezuela,Venezuela,
Nathan Chiraulo,United States,America,
CJ Barksdale,"Salou, Spain",Spain,
$lumped,"Norwalk, CA",America,
Austin,"Almost Heaven, West Virginia",America,
Chase Gunter,"Raleigh, NC",America,
steventran,"Anaheim, CA",America,
Igod Clash Of Clan,United States,America,
Ant Stacks,"Bakersfield, CA",America,
Alexander Kurtis,"Arizona, USA",America,
"Nikki Blackstock Â©¨¹¦Â©â¨¹¦¬""Troy"," AL""",America,
Daniela Rios,"Dallas, TX",America,
Nacho Muzio,"Santa Fe, Argentina",Argentina,
Hunter De Luna,"Lubbock, TX",America,
Jaden Mishoe,"Gainesville, VA",America,
TaylorGuy116,United States,America,
"wavyÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Towson"," MD""",America,
IsnalaÂ©¨¹¦Â©â¨¹¦¬Colorado,America,,
Nick Anello,"New York, USA",America,
Charles,"Anahuac, TX",America,
Evan,"Colorado Springs, CO",America,
Christian Crook,"Madisonville, KY",America,
Mark Rowlson,"Tennessee, USA",America,
Val,"Haltom City, TX",America,
Jesse Rodarte,"Houston, TX",America,
ROBERTO,"Chicago, IL",America,
Andrew Williams,"Fortville, IN",America,
Mahmoud Salem,"Guttenberg, NJ",America,
Domonique Gaines,"Fayette,Mississippi, USA",America,
Leslie Prieto,"Arizona, USA",America,
Caleb Wheeler,"Gower,Missouri",America,
Denise,"Los Angeles, CA",America,
Antwan,"Belleville, IL",America,
Kelsey Mariee,"Las Vegas, NV",America,
Brayan,"Idaho, USA",America,
Kaleb,"Las Vegas, NV",America,
bryan mol,"Jacksonville, NC",America,
Paul Sublette,"Redding, CA",America,
Brandon,"Santa Cruz, CA",America,
Trace Copen,"West Virginia, USA",America,
a l e x x a,"Los Angeles, CA",America,
Carlos Davadi,"Goleta, CA",America,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Seminole"," FL""",America,
Jonathan Sayer,"Ohio, USA",America,
Jasmine Simmons,"Marks, MS",America,
Jaylen Holiman,"Edmond, OK",America,
Jayden Hanson,"Laguna Niguel, CA",America,
DulceAlmanza52@gmil.con,"Santa Ana, CA",America,
Nicole Rivera,United States,America,
ejbradley,"Staten Island, NY",America,
iret / NEM,United States,America,
jonathan_k.t.a187,"Los Angeles, CA",America,
Andres Magallanes,"Inglewood, CA",America,
Brelin Lewis,"Omaha, NE",America,
Jessie Matthews,"White Pine, TN",America,
Jasamery Lasy,"Anchorage, AK",America,
TheVirtuousOne8,United States,America,
Lex Reneau,"Clovis, CA",America,
"Chris RoblesÂ©¨¹¦Â©â¨¹¦¬""San Angelo"," TX""",America,
SydÂ©¨¹¦Â©â¨¹¦Õ',"Austin, TX & Milton,DE",America,
Enis Krasniqi,"New York, USA",America,
Bryant Seda,"New York, USA",America,
Nadeer Duek,"Kentucky, USA",America,
Oscar Diaz,"West Valley City, UT",America,
Ehson,Canada,Canada,
playboi_j,"New York, NY",America,
LSHS Girls Soccer,"Riverside, CA",America,
WILD-N-BEATS,"Compton, CA",America,
Adam Linnert,"York, PA",America,
Kobe1994,Belize,Belize,
Migue,"Berkeley, CA",America,
KOBA_ANHC,"TWIN CITIES,MN",America,
Isaiah WHO,"El Paso, TX",America,
Ricky Garcia,"Los Angeles, CA",America,
Kayla's Spa Suite,"Seal Beach, CA",America,
"November 7th Â©¨¹¦Â©â¨¹¦¬""San Angelo"," TX""",America,
Dustin Dittrich,"Plainview, MN",America,
Jamie Jones,"Los Angeles, CA",America,
Tristan Olson,"Monrovia, CA",America,
Renata Ramire,United States,America,
Kyle Rand,"Grand Forks, ND ",America,
"Lizbeth UriosteguiÂ©¨¹¦Â©â¨¹¦¬""Marysville"," WA""",America,
Ish Smeezy,"Bronx, NY",America,
ignoreddust,"Mandarin, FL",America,
LukeMillikin70,"Michigan, USA",America,
Byron Justice,"Ohio, USA",America,
Ray,"La Habra, CA",America,
PARIS MARIE,"Melbourne, Australia",Australia,
Natalia Facio,"Santa Ana, CA ",America,
T.J.,"Virginia, USA",America,
Flyboimelvi,"Pennsylvania, USA",America,
Anthony C.,"California, USA",America,
Jason Greenawald,"Newport, OR",America,
GingerVitus,"Leitchfield, KY",America,
Rodney Bell,"Lochearn, MD",America,
Haley Kenns,"Brooklyn, NY",America,
Rose,"Brooklyn, NY",America,
E('1C 9(/''DDG,"Texas, USA",America,
Roge,"La Puente, CA",America,
Alexandra,"Sinton, TX",America,
Austin Ryan Campbell,"Milan, TN",America,
kaleece,"Virginia, USA",America,
Samuel Hartman,"Austin, TX",America,
Yeyo Jim,"California, USA",America,
D. d' Plasencia Â©¨¹¦Â©â¨¹¦¬Dominican Republic,Dominican Republic,,
ThatDamnSam,"District of ColuUS, Washington",America,
"Gabrielle'Â©¨¹¦Â©â¨¹¦¬""Victoria"," TX""",America,
Caprice Griffin,"Champaign, IL",America,
andre appiah,"Pocatello, ID",America,
Young Boogie,"Greenwood, IN",America,
_kelvinortega,"Texas, USA",America,
Derek Gardner,"Addison, TX",America,
No 1ne Famous,"Chicago,IL",America,
R6 Siege Community,"Las Vegas, NV",America,
Michael X,"Lansing/Detroit, MI/Dallas, TX",America,
Unbeatable NBA Clips,United States,America,
Ana Miranda,"Visalia, CA",America,
Max Rubens,"Palos Verdes Estates, CA",America,
Tiffany Ball,"Decatur, IL",America,
Robby,"Alberta, Canada",Canada,
J-MIAH,Texas,America,
" SHAM|DADDY"" ""","Las Vegas, NV",America,
Keoki,"Wyoming, USA",America,
marvjei,"Beaverton, OR",America,
Jake Ryan,"Fort Worth, TX",America,
Steven Davis,"East Pasadena, CA",America,
John George,"California, USA",America,
m a r c u s,"San Antonio, TX",America,
"EliÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Virginia"," USA""",America,
Teege,"Pendleton, OR",America,
andrea fuller,"Dothan, AL",America,
Izzy-HighMindÂ©¨¹¦Â©â¨¹¦¬Haiti,Haiti,,
John Peterson,"Lakeville, MN",America,
Camron Thin Elk,"South Dakota, USA",America,
Penny Proud,"NorWalK, CA",America,
Big Papi,"Arizona, USA",America,
Jeff Houndoom,"Miraflores, Peru",Peru,
Josh Stellflug,"Coeur d'Alene, ID",America,
Gui Almeida,"Aveiro, Portugal",Portugal,
josue valle,"San Antonio, TX",America,
Jasmine Neely,"Charlotte, NC",America,
Tayler,United States,America,
Jaylin,"Racine, WI",America,
Lori Dale,"South Bay, CA ",America,
Jay,United States,America,
Que Allen Jr.,United States,America,
Mottleycrude,"Cerritos, CA",America,
"Â©¨¹¦Â©â¨¹¦¬""Los Angeles"," CA""",America,
Ryan Young,"Coeur d'Alene, ID",America,
Jay wilson,"St Petersburg, FL",America,
Isaac Atwood,"Palm Coast, FL",America,
TODOROKI IS MY NAME,United States,America,
Bryce Kephart,"Missouri, USA",America,
julian Timmons,"Chicago, IL",America,
Joseph Dominguez,"Houston, Texas",America,
TMartinez,United States,America,
AL'ari Agee,"Los Angeles, CA",America,
#CAMDACAMERAMAN,"PG, MD",America,
Ashley Cruz,"Fountain Valley, CA",America,
JORDAN SPICER,"Princeton, KY",America,
meghan dryburgh,"Pittsburgh, PA",America,
Joseph Campbell,"Maryland, USA",America,
Jonas Garcia,"Texas, USA",America,
Stunna,South Africa,South Africa,
Big Mike,"Boise, ID",America,
"Tyson Buckner Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Decatur"," IL""",America,
Sam Crews,"Albuquerque, NM",America,
Rylan Shulski,"Pennsylvania, USA",America,
"Tamara RaeÂ©¨¹¦Â©â¨¹¦¬""Phoenix"," AZ""",America,
Joe Beigel,"Bancroft, WI",America,
#KGF  ,"Rutland, VT ",America,
Drew Gellert,"Indiana, USA",America,
lucas,"Phoenix, AZ",America,
Tayla Newman,Melbourne,Australia,
**JasmineSTARR**,"New Jersey, USA",America,
Ryan Fogell,"Coventry, RI",America,
J. Cerda,"Mansfield, TX",America,
samuel nderitu,"Nairobi,Kenya",Kenya,
Liu Yuchi,"New Orleans, LA",America,
Jeremy Schafer,"Durham, CA",America,
MichaB Sobolewski,"Warsaw, PL",Poland,
parker whitmarsh,"Yorba Linda, CA",America,
Kelsey Nicole,"Eau Claire, WI",America,
Dylan,"Oklahoma, USA",America,
kimberly,"Santa Ana, CA",America,
edrock,"Reading, PA",America,
Cliff,"Evansville, IN",America,
Daneja Troutman,"Indianapolis, IN",America,
Faris86,"New York, USA",America,
BB,"Realville, USA",America,
BenjaminMack,"Dallas, TX",America,
NoKneesBree,United States,America,
Izzy DeGros III,"Cape Coral, FL",America,
JRM,"San Carlos Park, FL",America,
Phillip Garcia,"Edinburg, TX",America,
The conservative peoples champ,United States,America,
R&SandyR&,"Wisconsin, USA",America,
Randy P.,"Houston, TX",America,
Simko,"Massillon, OH",America,
Sandeep Kaushik,"Colorado, USA",America,
Missael Vazquez,"San Diego, CA",America,
Mitchell B-W,"Pasadena, CA",America,
Kali Harris,United States,America,
Dave Russell,"Charlotte, NC",America,
Joel Romero,"Honolulu, Hawaii",America,
SnagMacc,United States,America,
Savion,"Washington, USA",America,
Susan Roberts,"Minneapolis, MN",America,
" |||||||""  C@B ""  WTS""  Future Blogger""    10""","New Jersey, USA",America,
Dead,"Huntington Beach, CA",America,
"Ryno Â©¨¹¦Â©â¨¹¦¬""Indianola"," IA""",America,
Michael Haas,TN ,America,
ProLogic/AntiBigotry,"Chesapeake, VA",America,
Dailyn Aranda,"Lubbock, TX",America,
YonPatrici,"Miami Springs, FL",America,
Juan C Carter,"Rancho Cucamonga, CA",America,
Jorden Taylor,"West Virginia, USA",America,
Kai,United States,America,
Stephen Jones,"Colorado Springs, CO",America,
Logan Bennett,United States,America,
Ronnie Redd,"Huber Heights, OH",America,
RandomVlogTV,"Texas, USA",America,
Ryan Buttrey,"Terre Haute, IN",America,
Atypicaluser,Manchester,United Kingdom,
Brightside News,USA,America,
Basil Sullivan,"Jackson, MS",America,
Darreus Rogers,"Compton, CA",America,
Jesse Triplett,"Indiana, USA",America,
BenjyVortex1982,"University Center, VA",America,
Stinson Ott,"Ellensburg, WA",America,
6aMDfs Squad,"Ohio, USA",America,
"BrysonÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""California"," USA""",America,
Benjamin,"New Haven, IN",America,
Chels,LV,Latvia,
Corey Cegielski,"Texas, USA",America,
Adriano D'Ermo,Canada,Canada,
jalen,"Grand Forks, ND, USA",America,
Bryan Horsting,"Jacksonville, NC",America,
Mrugesh Mungalpara,"Surat, India",India,
Jasmine,"Los Angeles, CA",America,
Nick Godas,"Columbia, MO",America,
Walter Custard,"Cynthiana, KY",America,
"DevÂ©¨¹¦Â©â¨¹¦¬""San Francisco"," CA""",America,
John Noel,"Los Angeles, CA",America,
Anthony Aguilar,"Gilroy, CA",America,
David,"Los Angeles, CA",America,
george,"California, USA",America,
D Mohon,"Lutcher, LA",America,
Austin Hill,"South Carolina, USA",America,
mixx,"Villas, FL",America,
Fatboii,"California, USA",America,
T   #27,United Kingdom,United Kingdom,
Tim Palmer,"Raleigh, NC",America,
offthewalldude,"Los Angeles, CA, USA",America,
Michael Boyle,"Aiken, SC",America,
 Q isIMMorTal,"Texas, USA",America,
James Penn,"Lorton, VA",America,
officialbrazil3,"Peoria Heights, IL",America,
Danny Vikaury Reyes Lopez,"Nagua, Dominican Republic",Dominican Republic,
Mathias Mantannus Jr,"Mons, Belgium",Belgium,
Demea,"San Marcos, TX",America,
"B.A.S.HÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Paris"," France""",France,
RL_5,"Monrovia, CA",America,
James Morgan,"Orlando, FL",America,
kaymen,"Baton Rouge, LA",America,
Cody,"Indiana, USA",America,
HeatCapone,"Akron, OH",America,
ANTHONY JACKSON,"Buffalo, NY",America,
Ja Dones,"Paris, France",France,
Trenton Queen,"Michigan, USA",America,
captaingeorge,"San Antonio, TX",America,
Jalen Flowers,"Culver City, CA",America,
Canned Cranberry Sauce Lawyer (Bar Pending),"Murdertown USA, DE",America,
JerseyBoiYT,"New Jersey, USA",America,
Trevon Mathis,"Sacramento, CA",America,
Giovanni ortega,"Chicago, IL",America,
Lee_DreamChaser,"Denver, Colorado",America,
"RayelleÂ©¨¹¦Â©â¨¹¦¬""Denver"," CO""",America,
Neil Costa,United States,America,
Jamie,"Minnesota, USA",America,
Caden Pine,"Ohio, USA",America,
savage.mari23,"Napoleonville, LA",America,
Andrew McAllister,"Dupo, IL",America,
Blake Boy Risky,India,India,
Arion Kirven,"Virginia, USA",America,
428_Bruhman,"Louisville, KY",America,
Kevin,"Manteca, CA",America,
Meko,"Clinton, MI",America,
"MARYÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Nueva York"," USA""",America,
"LiftOff,OnSet,Chavo",Hong Kong,Hong Kong,
Brock Cramer,"Brockway, PA",America,
Jabari Garrett,"Lancaster, TX",America,
Ryan Patrick,United States,America,
William R.,United States,America,
Noah Duffy,"Siloam Springs, AR",America,
Sirrele,"Los Angeles, CA",America,
humming bird,"Claremont, CA",America,
Tboy 11,"Chesapeake, VA",America,
Kim Charles Reyes,Philippines,Philippines,
Shane Halligan,"Fort Dodge, IA",America,
Felipe Castilho,"Rio de Janeiro, Brazil",Brazil,
AhizaGarciaCNN,NYC,America,
Â©¨¹¦Â©â¨¹: eerriicckk_11,"California, USA",America,
hayden,Hong Kong,Hong Kong,
Andy H,United States,America,
#BeatWSU,"Granite Falls, WA",America,
Thalen Isaac Esmie,"North Dakota, USA",America,
hamoodi07,Bahrain,Bahrain,
Charles Zha,"Dongguan,guangdong,China",China,
Tony Aaron II,"Dallas, TX",America,
Savoff,Bulgaria,Bulgaria,
Jaccky,Hong Kong,Hong Kong,
Stacy Pittman,Idaho,America,
lane stygles,"Vermont, USA",America,
1H- *'&G),"Chicago, IL",America,
Ritchie Gutierrez,"Kentucky, USA",America,
" The Bomb""","Gary, IN",America,
sä¹¡ç ,"New Taipei City, Taiwan",Taiwan,
Marvin Schneider,"Pontiac, MI",America,
Ev,"Pendleton, Indiana",America,
Diego,"Thornton, CO",America,
phil_.3x,"Illinois, USA",America,
Christian Marquez,"California, USA",America,
Grant,"Cincinnati, OH",America,
jonathan SLVR,"Virginia, USA",America,
"BelleÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Spartanburg"," SC""",America,
Ethan Melendez,"Westfield, MA",America,
